City_ID,City,Lat,Lon,Max Tem,Humidity,Cloudiness,Wind Speed,Country,Date
355,Umm Lajj,25.0213,37.2685,90.84,55,96,11.92,SA,1659532752
356,Avanigadda,16.0215,80.9181,85.21,68,100,8.61,IN,1659532753
357,Codrington,-38.2667,141.9667,54.05,90,100,16.49,AU,1659532753
358,Kalawit,8.0667,122.5167,77.13,89,100,6.76,PH,1659532754
359,Nsoko,-27.0333,31.95,79.86,37,20,8.41,SZ,1659532754
360,Grand Gaube,-20.0064,57.6608,72.37,64,54,3.0,MU,1659532754
361,Sault Sainte Marie,46.5168,-84.3333,72.16,85,75,12.66,CA,1659532512
362,Omsukchan,62.5333,155.8,50.2,97,93,6.64,RU,1659532755
363,Hualmay,-11.0964,-77.6139,61.72,82,32,8.37,PE,1659532756
364,Gravdal,68.1214,13.5031,62.49,59,0,6.91,NO,1659532756
365,Ulaangom,49.9811,92.0667,70.74,52,8,1.03,MN,1659532756
366,Arlit,18.7369,7.3853,104.99,8,15,7.0,NE,1659532757
367,Karlskrona,56.1616,15.5866,75.65,61,27,13.71,SE,1659532757
368,Malindi,-3.2175,40.1191,78.53,68,2,17.9,KE,1659532760
369,Castelo Do Piaui,-5.3222,-41.5525,89.51,40,26,10.33,BR,1659532760
370,Neftcala,39.3742,49.2472,85.95,48,19,11.95,AZ,1659532761
371,Komsomolskiy,40.4272,71.7189,92.86,20,80,8.34,UZ,1659532761
372,Nikki,9.9401,3.2108,79.18,78,84,6.2,BJ,1659532762
373,Nuuk,64.1835,-51.7216,48.81,87,75,6.91,GL,1659532762
374,Walvis Bay,-22.9575,14.5053,67.15,52,0,12.66,,1659532762
375,Sarkand,45.41,79.9186,77.86,41,100,5.06,KZ,1659532763
376,Say,13.1007,2.3689,91.96,55,92,9.53,NE,1659532763
377,Mudon,16.2578,97.7164,78.04,89,100,8.48,MM,1659532764
378,Yeppoon,-23.1333,150.7333,64.18,92,0,5.93,AU,1659532764
379,Santa Maria,-29.6842,-53.8069,69.04,75,18,6.67,BR,1659532765
380,Sabla,12.7525,4.7077,83.86,62,100,6.82,NG,1659532765
381,Chengannur,9.3333,76.6333,76.95,97,100,5.75,IN,1659532765
382,Saint George,37.1041,-113.5841,79.95,54,0,3.44,US,1659532766
383,Brindisi,40.5833,17.6667,94.44,33,1,12.46,IT,1659532766
384,Kalaleh,37.3807,55.4916,103.6,24,20,9.22,IR,1659532767
385,Luderitz,-26.6481,15.1594,62.06,69,0,10.85,,1659532767
386,Grindavik,63.8424,-22.4338,52.27,54,40,17.27,IS,1659532768
387,Antanifotsy,-19.65,47.3167,60.98,61,49,7.63,MG,1659532768
388,Port Hedland,-20.3167,118.5667,68.05,77,0,13.8,AU,1659532769
389,Buluang,13.3068,123.3425,78.62,89,100,2.84,PH,1659532769
390,Karaton,-6.3424,106.1045,73.47,96,60,1.88,ID,1659532770
391,Harnosand,62.6323,17.9379,66.99,84,100,21.5,SE,1659532770
392,Dunedin,-45.8742,170.5036,48.79,76,100,4.0,NZ,1659532607
393,Yantzaza,-3.8278,-78.7594,66.38,98,98,0.34,EC,1659532771
394,Port Lincoln,-34.7333,135.8667,55.67,67,0,24.32,AU,1659532512
395,Duobao,30.67,112.6895,86.04,70,0,4.92,CN,1659532771
396,Itaituba,-4.2761,-55.9836,84.36,79,40,5.75,BR,1659532772
397,Plettenberg Bay,-34.0527,23.3716,62.1,72,58,5.91,ZA,1659532772
398,Goderich,43.7501,-81.7165,70.12,78,100,11.5,CA,1659532773
399,Hami,42.8,93.45,91.54,26,0,4.0,CN,1659532773
400,Sao Filipe,14.8961,-24.4956,78.28,79,48,2.42,CV,1659532774
401,Araouane,18.9048,-3.5265,100.83,29,2,7.74,ML,1659532774
402,Kamaishi,39.2667,141.8833,69.48,94,81,9.08,JP,1659532775
403,Kosh-Agach,50.0,88.6667,62.2,55,10,6.11,RU,1659532775
404,Xiaoshan,30.1675,120.2588,91.26,62,0,8.95,CN,1659532776
405,Lander,42.833,-108.7307,62.98,64,0,0.0,US,1659532776
406,Selma,36.5708,-119.6121,75.25,66,0,0.0,US,1659532736
407,Boralday,43.3578,76.8594,82.26,34,40,8.95,KZ,1659532777
408,West Bay,19.3667,-81.4167,86.07,81,20,3.44,KY,1659532777
409,Prado,-17.3411,-39.2208,76.48,63,61,4.21,BR,1659532777
410,Mabaruma,8.2,-59.7833,80.01,86,99,3.49,GY,1659532778
411,Saskylakh,71.9167,114.0833,46.27,67,100,12.62,RU,1659532780
412,Evensk,61.95,159.2333,52.07,99,100,7.2,RU,1659532781
413,Tilichiki,60.4667,166.1,50.45,87,6,1.59,RU,1659532781
414,Sitka,57.0531,-135.33,51.69,93,40,0.0,US,1659532781
415,Karla,59.3723,24.9275,74.57,44,0,10.36,EE,1659532782
416,High Level,58.5169,-117.136,53.71,100,100,5.75,CA,1659532782
417,Xixiang,35.1628,112.865,86.83,66,51,5.12,CN,1659532783
418,Vao,-22.6667,167.4833,71.78,84,5,12.66,NC,1659532783
419,Lensk,60.7253,114.9278,65.03,96,87,7.11,RU,1659532783
420,Xocali,39.913,46.7903,89.8,40,36,8.39,AZ,1659532784
421,Wegrow,52.3995,22.0163,80.91,43,62,4.63,PL,1659532784
422,Kamina,-8.7386,24.9906,88.43,16,0,6.49,CD,1659532784
423,Paamiut,61.994,-49.6678,48.63,65,100,15.64,GL,1659532785
424,Mufulira,-12.5498,28.2407,79.48,25,0,4.99,ZM,1659532785
425,Puerto Colombia,10.9878,-74.9547,78.89,86,100,4.94,CO,1659532645
426,Pekan,3.4836,103.3996,75.31,87,100,6.33,MY,1659532786
427,Ilulissat,69.2167,-51.1,48.22,76,40,4.61,GL,1659532786
428,Mackay,-21.15,149.2,64.69,92,3,6.4,AU,1659532786
429,Ambilobe,-13.2,49.05,83.17,41,26,3.76,MG,1659532787
430,Tshane,-24.0196,21.8684,74.71,6,0,14.76,BW,1659532787
431,Ilhabela,-23.7781,-45.3581,72.07,67,1,2.28,BR,1659532788
432,Arman,59.7,150.1667,53.02,95,84,4.41,RU,1659532788
433,Masuguru,-11.3667,38.4167,89.78,23,74,3.11,TZ,1659532788
434,Ola,59.5833,151.2833,53.15,92,98,11.21,RU,1659532789
435,Primorsko,42.2667,27.7667,82.87,44,0,11.23,BG,1659532789
436,Aklavik,68.2191,-135.0107,46.4,93,75,5.75,CA,1659532789
437,Waitati,-45.75,170.5667,48.79,76,100,4.0,NZ,1659532790
438,Volsk,52.0333,47.3833,81.68,40,26,9.26,RU,1659532790
439,Bandarbeyla,9.4942,50.8122,81.41,67,52,32.64,SO,1659532790
440,Krasnoselkup,65.7,82.4667,65.71,44,31,10.76,RU,1659532791
441,Villa Rica,33.7321,-84.9191,77.77,96,17,0.96,US,1659532674
442,Lokosovo,61.1333,74.8167,70.86,49,10,6.85,RU,1659532791
443,Ibiapina,-3.9233,-40.8894,76.82,56,54,10.02,BR,1659532792
444,Lasa,46.6166,10.7002,82.69,43,30,3.11,IT,1659532792
445,Arzgir,45.3728,44.2206,97.45,17,2,17.85,RU,1659532792
446,Mucuri,-18.0864,-39.5508,76.15,66,26,5.21,BR,1659532780
447,Hervey Bay,-25.2986,152.8535,60.03,89,4,5.99,AU,1659532793
448,Lima,-12.0432,-77.0282,59.9,88,100,3.44,PE,1659532772
449,Batouri,4.4333,14.3667,82.72,59,61,1.92,CM,1659532794
450,Fukue,32.6881,128.8419,81.79,87,5,6.38,JP,1659532794
451,Idlib,35.9306,36.6339,94.59,31,0,16.91,SY,1659532794
452,Hanzhong,33.0728,107.0303,82.36,66,15,3.78,CN,1659532795
453,Dekar,-21.5333,21.9333,80.55,16,6,15.1,BW,1659532795
454,Springbok,-29.6643,17.8865,65.03,46,16,12.35,ZA,1659532796
455,Mitchell,43.7094,-98.0298,77.11,77,0,6.91,US,1659532542
456,Kabalo,-6.05,26.9167,93.94,21,13,6.35,CD,1659532796
457,Bulata,9.8599,122.4016,81.39,80,100,0.69,PH,1659532796
458,Lorengau,-2.0226,147.2712,82.29,77,100,11.39,PG,1659532797
459,Mitu,1.1983,-70.1733,71.6,92,93,1.34,CO,1659532799
460,Morondava,-20.2833,44.2833,77.59,70,5,13.02,MG,1659532800
461,Ekhabi,53.5102,142.9671,55.18,94,99,13.27,RU,1659532800
462,Santiago,-33.4569,-70.6483,57.99,75,14,8.05,CL,1659532801
463,Bada,51.392,109.8717,60.15,98,100,0.65,RU,1659532801
464,Olinda,-8.0089,-34.8553,74.93,88,100,3.44,BR,1659532659
465,Kysyl-Syr,63.8986,122.7617,58.6,58,26,9.93,RU,1659532802
466,Havelian,34.0536,73.1657,87.82,66,1,2.28,PK,1659532802
467,Svetlogorsk,52.6333,29.7333,74.64,63,80,12.5,BY,1659532803
468,Taltal,-25.4,-70.4833,55.6,73,59,1.41,CL,1659532679
469,Hambantota,6.1241,81.1185,79.75,76,100,24.72,LK,1659532804
470,Port Hardy,50.6996,-127.4199,55.58,94,100,2.3,CA,1659532804
471,Laguna,38.421,-121.4238,74.95,66,0,5.75,US,1659532741
472,Onda,39.9667,-0.25,95.16,53,4,13.35,ES,1659532805
473,Kirakira,-10.4544,161.9205,78.58,86,12,9.04,SB,1659532805
474,Solnechnyy,50.7214,136.6319,60.73,99,100,3.8,RU,1659532806
475,Terney,45.0503,136.6092,68.31,98,100,4.16,RU,1659532806
476,Sao Geraldo Do Araguaia,-6.4006,-48.555,89.49,26,35,9.84,BR,1659532807
477,Tel Aviv-Yafo,32.0805,34.7805,91.11,61,0,11.5,IL,1659532807
478,Ballina,-28.8667,153.5667,59.77,99,2,10.31,AU,1659532808
479,Lake Charles,30.2131,-93.2044,85.01,86,0,6.91,US,1659532662
480,Manadhoo,5.7667,73.3833,81.03,81,100,21.47,MV,1659532809
481,Margate,51.3813,1.3862,82.87,66,0,8.01,GB,1659532810
482,Oktyabrskiy,54.4815,53.471,74.21,59,77,8.37,RU,1659532810
483,Tazmalt,36.3868,4.3989,97.48,15,0,2.64,DZ,1659532810
484,Nishihara,26.1842,127.7558,84.25,84,40,9.22,JP,1659532811
485,Waitara,-38.925,174.25,50.99,91,6,3.29,NZ,1659532811
486,Rocha,-34.4833,-54.3333,59.31,84,98,4.0,UY,1659532812
487,Itarema,-2.9248,-39.9167,83.05,66,53,15.99,BR,1659532812
488,Jiaocheng,24.6774,116.1389,76.01,94,97,2.01,CN,1659532813
489,Marienburg,54.0359,19.0266,87.12,27,8,11.27,PL,1659532813
490,Frankfort,-27.2667,28.4833,61.92,43,100,8.14,ZA,1659532814
491,Sola,-13.8833,167.55,81.16,75,3,15.01,VU,1659532814
492,Kamenka,51.3223,42.7678,82.8,38,100,9.84,RU,1659532815
493,Sangmelima,2.9333,11.9833,83.23,48,72,2.95,CM,1659532815
494,Cleethorpes,53.5605,-0.0323,78.96,53,75,17.27,GB,1659532816
495,Avera,33.194,-82.5271,78.55,68,100,3.42,US,1659532817
496,Osvaldo Cruz,-21.7967,-50.8786,80.91,29,0,14.63,BR,1659532619
497,Rundu,-17.9333,19.7667,85.87,18,31,5.26,,1659532818
498,Conceicao Da Barra,-18.5933,-39.7322,79.05,59,37,4.7,BR,1659532818
499,Nara,34.6851,135.8049,81.72,80,36,2.51,JP,1659532819
500,Wasco,35.5941,-119.341,79.34,56,0,0.0,US,1659532819
501,Eirunepe,-6.6603,-69.8736,78.57,76,100,2.75,BR,1659532823
502,Juegang,32.3174,121.1855,88.99,86,0,14.61,CN,1659532823
503,Aden,12.7794,45.0367,85.64,70,92,18.92,YE,1659532824
504,Olafsvik,64.8945,-23.7142,48.85,65,43,5.08,IS,1659532824
505,Acarau,-2.8856,-40.12,83.25,66,50,16.15,BR,1659532752
506,La Romana,18.4273,-68.9728,82.76,83,40,6.91,DO,1659532825
507,Price,39.5994,-110.8107,69.06,45,0,9.22,US,1659532563
508,General Roca,-39.0333,-67.5833,46.62,37,12,3.47,AR,1659532825
509,Thohoyandou,-22.9456,30.485,73.58,39,8,6.13,ZA,1659532826
510,Boende,-0.2167,20.8667,92.23,39,79,1.9,CD,1659532826
511,Abyek,36.0667,50.55,98.26,14,32,4.97,IR,1659532827
512,Nanortalik,60.1432,-45.2371,49.41,74,100,10.36,GL,1659532827
513,Nagato,34.3833,131.2,79.7,92,10,6.85,JP,1659532828
514,Caravelas,-17.7125,-39.2481,78.13,58,27,5.06,BR,1659532828
515,Feltre,46.0235,11.907,91.6,45,47,4.12,IT,1659532828
516,Preston,53.7667,-2.7167,74.93,60,20,23.02,GB,1659532829
517,Merauke,-8.4667,140.3333,78.48,88,100,14.23,ID,1659532829
518,Iqaluit,63.7506,-68.5145,51.53,71,75,4.61,CA,1659532830
519,Tashla,51.7716,52.7427,78.91,49,100,5.41,RU,1659532830
520,Xichang,27.8964,102.2634,72.3,83,100,4.03,CN,1659532830
521,Cayenne,4.9333,-52.3333,77.04,1,75,1.14,GF,1659532804
522,Severodvinsk,64.5635,39.8302,68.11,55,94,9.86,RU,1659532831
523,Kapit,2.0167,112.9333,75.42,97,100,1.68,MY,1659532832
524,Bundaberg,-24.85,152.35,58.21,98,4,3.11,AU,1659532832
525,Sunbury,-37.5833,144.7333,61.7,74,75,26.46,AU,1659532833
526,Comodoro Rivadavia,-45.8667,-67.5,40.86,70,0,5.75,AR,1659532833
527,Port Blair,11.6667,92.75,80.92,84,100,22.17,IN,1659532834
528,Humberto De Campos,-2.5983,-43.4611,85.95,57,17,7.54,BR,1659532834
529,Bongandanga,1.5,21.05,92.48,38,57,0.54,CD,1659532834
530,Chelbasskaya,45.9792,39.3719,92.59,28,96,7.29,RU,1659532835
531,Verkhoyansk,67.5447,133.385,51.55,74,63,5.32,RU,1659532835
532,Iquitos,-3.7481,-73.2472,78.84,89,20,2.3,PE,1659532834
533,Rorvik,64.8621,11.2373,60.78,92,100,8.79,NO,1659532836
534,Shakhovskaya,56.0283,35.5097,80.33,40,99,4.56,RU,1659532836
535,Korla,41.7597,86.1469,90.97,21,64,5.66,CN,1659532837
536,Agua Prieta,31.3,-109.5667,73.36,82,83,3.02,MX,1659532837
537,Hamilton,39.1834,-84.5333,79.65,84,0,8.05,US,1659532677
538,Pandan,14.0453,124.1694,81.39,85,100,8.12,PH,1659532838
539,Irece,-11.3042,-41.8558,75.63,41,2,14.45,BR,1659532838
540,Alenquer,-1.9417,-54.7383,84.04,63,73,5.53,BR,1659532839
541,Carmaux,44.051,2.158,98.87,18,6,6.4,FR,1659532839
542,Koslan,63.4564,48.8989,76.42,43,63,9.62,RU,1659532839
543,Pallisa,1.145,33.7094,74.5,69,76,6.4,UG,1659532840
544,Jawhar,2.7809,45.5005,84.78,49,76,23.13,SO,1659532840
545,Dingle,10.9995,122.6711,78.24,88,100,4.32,PH,1659532841
546,Iwanai,42.9744,140.5089,65.12,97,28,6.17,JP,1659532841
547,San Andres,12.5847,-81.7006,82.42,83,75,14.97,CO,1659532636
548,Sioux Lookout,50.1001,-91.917,64.47,88,100,6.91,CA,1659532844
